# Telescope Reflectivity with 2 silver mirrors
# Columns are (1) wavelength in nm and (2) reflectivity 0-1
# Source: https://www.gemini.edu/sciops/instruments/optics/Gemini_Optics_Reflectivity_Data.xlsx
# Data taken from GN sample from August 2013
# Update 17/05/2017 by A. Shugart at GS


Wavelength (nm)	Looking up
895	    0.946660246
895.5	0.946156978
896	    0.947079811
896.5	0.946846678
897	    0.946535383
897.5	0.946267872
898	    0.946182423
898.5	0.946390119
899	    0.945808132
899.5	0.945771061
900	    0.947519222
900.5	0.94543525
901	    0.946704516
901.5	0.946486812
902	    0.947073277
902.5	0.946582416
903 	0.946295304
903.5	0.946854389
904	    0.94533785
904.5	0.94610824
905	    0.947331462
905.5	0.946823441
906	    0.946178277
906.5	0.945801723
907	    0.947035179
907.5	0.945470979
908	    0.945887424
908.5	0.947309742
909	    0.946670694
909.5	0.945916158
910	    0.946168982
910.5	0.946781813
911	    0.947423414
911.5	0.945774929
912	    0.946824749
912.5	0.945520823
913	    0.946221988
913.5	0.945668191
914	    0.947177245
914.5	0.946525762
915	    0.945332222
915.5	0.945974538
916	    0.946055339
916.5	0.945487161
917	    0.946679527
917.5	0.947972024
918	    0.946275099
918.5	0.945956738
919	    0.947533908
919.5	0.946770714
920	    0.94688815
920.5	0.946339176
921	    0.946407737
921.5	0.947930807
922	    0.947229676
922.5	0.947147089
923	    0.947827085
923.5	0.947751389
924	    0.946816463
924.5	0.948311155
925	    0.948389
925.5	0.947227421
926	    0.947807476
926.5	0.948254393
927	    0.948163469
927.5	0.9481619
928	    0.947760051
928.5	0.948509461
929	    0.9490341
929.5	0.947596395
930	    0.948500898
930.5	0.948969978
931	    0.948812236
931.5	0.947906907
932 	0.948475607
932.5	0.94908479
933	    0.948055046
933.5	0.947826575
934	    0.949206865
934.5	0.948475904
935	    0.948671794
935.5	0.949042164
936	    0.94869131
936.5	0.948742492
937	    0.950119146
937.5	0.948759946
938	    0.94854301
938.5	0.948128479
939	    0.948237696
939.5	0.948313848
940 	0.94865526
940.5	0.948628546
941 	0.948261229
941.5	0.948210477
942 	0.947363839
942.5	0.948384765
943	    0.948637909
943.5	0.948005117
944	    0.948425927
944.5	0.94805915
945	    0.949036943
945.5	0.948100714
946	    0.948977131
946.5	0.948784832
947	    0.948306873
947.5	0.947274758
948	    0.948286953
948.5	0.948547347
949	    0.948054396
949.5	0.948115478
950	    0.949145868
950.5	0.947546051
951 	0.948391916
951.5	0.948188542
952	    0.949801365
952.5	0.947812935
953	    0.9483374
953.5	0.949403026
954	    0.948610331
954.5	0.948375069
955	    0.948821804
955.5	0.948777345
956	    0.949163131
956.5	0.947776447
957	    0.948369868
957.5	0.949675404
958	    0.949057494
958.5	0.948445227
959	    0.948920043
959.5	0.949178852
960	    0.948736621
960.5	0.948696317
961	    0.949345619
961.5	0.950207458
962	    0.948769384
962.5	0.949832873
963	    0.94927645
963.5	0.948935047
964	    0.949521368
964.5	0.949440623
965	    0.948326711
965.5	0.949238103
966	    0.950169548
966.5	0.949257021
967	    0.948463876
967.5	0.949999354
968	    0.950237206
968.5	0.949075648
969	    0.948706005
969.5	0.950533795
970 	0.950543455
970.5	0.949425523
971	    0.949942625
971.5	0.949659428
972	    0.94965138
972.5	0.949505328
973	    0.950261517
973.5	0.949460268
974	    0.949369323
974.5	0.949893772
975	    0.949402236
975.5	0.950324521
976	    0.95075121
976.5	0.949198605
977	    0.950455415
977.5	0.949792871
978	    0.94960876
978.5	0.950136659
979	    0.949755406
979.5	0.949885629
980	    0.950472755
980.5	0.951342882
981	    0.951087397
981.5	0.949449497
982	    0.949837744
982.5	0.949998043
983	    0.949705256
983.5	0.950461412
984	    0.950064654
984.5	0.950206733
985	    0.949227446
985.5	0.950849977
986	    0.950921128
986.5	0.94983081
987	    0.950257556
987.5	0.950978434
988	    0.950452859
988.5	0.950929917
989	    0.951269576
989.5	0.950879745
990	    0.95082352
990.5	0.950126554
991	    0.952158828
991.5	0.950606004
992	    0.949801877
992.5	0.950618621
993	    0.952755862
993.5	0.950594846
994	    0.950042177
994.5	0.951262526
995	    0.951253308
995.5	0.950178054
996	    0.950851456
996.5	0.951116805
997	    0.952497534
997.5	0.950153243
998	    0.951617446
998.5	0.951946379
999	    0.951315824
999.5	0.95158202
1000	0.952267756
1000.5	0.951731497
1001	0.950827854
1001.5	0.950936138
1002	0.951874454
1002.5	0.951413643
1003	0.951060295
1003.5	0.951988139
1004	0.952429265
1004.5	0.951372035
1005	0.952148331
1005.5	0.95155852
1006	0.951059337
1006.5	0.951357105
1007	0.951280877
1007.5	0.951270674
1008	0.951284217
1008.5	0.951788195
1009	0.952087138
1009.5	0.952179143
1010	0.950990217
1010.5	0.951061179
1011	0.952331152
1011.5	0.951362584
1012	0.951148354
1012.5	0.95225871
1013	0.952715174
1013.5	0.951587871
1014	0.951787999
1014.5	0.951857176
1015	0.951573387
1015.5	0.950764936
1016	0.95215452
1016.5	0.95258027
1017	0.951515253
1017.5	0.952329374
1018	0.951727859
1018.5	0.95169552
1019	0.950638687
1019.5	0.952316522
1020	0.952336866
1020.5	0.951745946
1021	0.951166212
1021.5	0.95239146
1022	0.95287594
1022.5	0.95233547
1023	0.95256198
1023.5	0.952866658
1024	0.951993545
1024.5	0.951995425
1025	0.952259892
1025.5	0.952664229
1026	0.95169392
1026.5	0.952765376
1027	0.953085337
1027.5	0.951363095
1028	0.951477299
1028.5	0.952498577
1029	0.952969175
1029.5	0.951777384
1030	0.952944271
1030.5	0.952971437
1031	0.952481507
1031.5	0.951980835
1032	0.952274391
1032.5	0.953057713
1033	0.952538646
1033.5	0.953496498
1034	0.952478585
1034.5	0.953271255
1035	0.952432998
1035.5	0.952557969
1036	0.952356141
1036.5	0.95371984
1037	0.952222146
1037.5	0.952806307
1038	0.95311797
1038.5	0.952616665
1039	0.953192492
1039.5	0.953272428
1040	0.953745527
1040.5	0.952834076
1041	0.953319404
1041.5	0.953857377
1042	0.952943834
1042.5	0.953081771
1043	0.953089368
1043.5	0.954174726
1044	0.95308219
1044.5	0.954165839
1045	0.954393843
1045.5	0.953091537
1046	0.952989582
1046.5	0.953893302
1047	0.954067198
1047.5	0.953021729
1048	0.953052751
1048.5	0.95366112
1049	0.953946645
1049.5	0.953302159
1050	0.954178545
1050.5	0.953630489
1051	0.953696361
1051.5	0.953850605
1052	0.95504114
1052.5	0.954066984
1053	0.952591198
1053.5	0.955518248
1054	0.954441173
1054.5	0.953001843
1055	0.953555912
1055.5	0.955386865
1056	0.953589205
1056.5	0.953725875
1057	0.953978091
1057.5	0.954646539
1058	0.952612886
1058.5	0.954002803
1059	0.954772624
1059.5	0.954019822
1060	0.9530475
1060.5	0.953379212
1061	0.954961792
1061.5	0.953600147
1062	0.955060022
1062.5	0.953766585
1063	0.954544547
1063.5	0.95472921
1064	0.95430528
1064.5	0.954293616
1065	0.953793576
1065.5	0.955103239
1066	0.955256199
1066.5	0.954401688
1067	0.953981733
1067.5	0.953833048
1068	0.955046117
1068.5	0.954627512
1069	0.954247622
1069.5	0.954471239
1070	0.954723526
1070.5	0.955045763
1071	0.954949015
1071.5	0.955375222
1072	0.955980378
1072.5	0.953904665
1073	0.955161435
1073.5	0.956451285
1074	0.955094721
1074.5	0.953779698
1075	0.956046751
1075.5	0.954798353
1076	0.954442691
1076.5	0.954715978
1077	0.955344816
1077.5	0.955606932
1078	0.954227714
1078.5	0.955311166
1079	0.955830241
1079.5	0.95499962
1080	0.954027264
1080.5	0.954941298
1081	0.954803628
1081.5	0.954867471
1082	0.955965114
1082.5	0.956114917
1083	0.954621371
1083.5	0.955480092
1084	0.955842185
1084.5	0.955232562
1085	0.954898877
1085.5	0.955452434
1086	0.956035067
1086.5	0.95468054
1087	0.954970357
1087.5	0.956262996
1088	0.955128656
1088.5	0.955065847
1089	0.955332605
1089.5	0.956522739
1090	0.955226475
1090.5	0.95480004
1091	0.954516278
1091.5	0.955614297
1092	0.955047869
1092.5	0.956104519
1093	0.956008371
1093.5	0.955683631
1094	0.9540903
1094.5	0.955545599
1095	0.956595128
1095.5	0.955385224
1096	0.955481798
1096.5	0.95633227
1097	0.955947314
1097.5	0.955721725
1098	0.955333966
1098.5	0.956476328
1099	0.955301658
1099.5	0.955486571
1100	0.954915847
1100.5	0.957186451
1101	0.955448034
1101.5	0.955426566
1102	0.955935239
1102.5	0.955951174
1103	0.957055849
1103.5	0.956156833
1104	0.956641113
1104.5	0.955492966
1105	0.956239486
1105.5	0.95691672
1106	0.957511632
1106.5	0.956295907
1107	0.956007774
1107.5	0.956461106
1108	0.956910106
1108.5	0.955398041
1109	0.955648176
1109.5	0.957397823
1110	0.954864834
1110.5	0.95462754
1111	0.956217169
1111.5	0.955457887
1112	0.956145242
1112.5	0.956786808
1113	0.955935752
1113.5	0.956090233
1114	0.956154278
1114.5	0.956943131
1115	0.956093264
1115.5	0.955425755
1116	0.957164375
1116.5	0.956413521
1117	0.955029872
1117.5	0.955007887
1118	0.957004126
1118.5	0.95625672
1119	0.956629547
1119.5	0.95672499
1120	0.957445246
1120.5	0.955312284
1121	0.955929355
1121.5	0.95620458
1122	0.956179587
1122.5	0.954914785
1123	0.956347583
1123.5	0.956982864
1124	0.956661998
1124.5	0.956005405
1125	0.956259611
1125.5	0.95681206
1126	0.956442966
1126.5	0.956635013
1127	0.957592887
1127.5	0.956667175
1128	0.957393764
1128.5	0.956243496
1129	0.956204123
1129.5	0.955921831
1130	0.956460285
1130.5	0.957760065
1131	0.956329994
1131.5	0.956191394
1132	0.956994647
1132.5	0.957287986
1133	0.956907083
1133.5	0.957170076
1134	0.957023456
1134.5	0.956705242
1135	0.956478035
1135.5	0.957091713
1136	0.957227141
1136.5	0.956323121
1137	0.956204813
1137.5	0.957911856
1138	0.957560047
1138.5	0.956643137
1139	0.957260778
1139.5	0.957284291
1140	0.955922334
1140.5	0.955709037
1141	0.957160988
1141.5	0.957184352
1142	0.955985852
1142.5	0.956431251
1143	0.958247355
1143.5	0.956804504
1144	0.956775036
1144.5	0.957357932
1145	0.958071145
1145.5	0.957040614
1146	0.955934362
1146.5	0.957988488
1147	0.957049038
1147.5	0.956244484
1148	0.957001224
1148.5	0.957273645
1149	0.956446211
1149.5	0.957007307
1150	0.958292091
1150.5	0.957510998
1151	0.957103888
1151.5	0.957726615
1152	0.957499659
1152.5	0.956848694
1153	0.957592784
1153.5	0.958261227
1154	0.957142543
1154.5	0.956730633
1155	0.957918193
1155.5	0.957830279
1156	0.95694494
1156.5	0.957190566
1157	0.957273664
1157.5	0.958322059
1158	0.957182812
1158.5	0.957751049
1159	0.958198848
1159.5	0.957032273
1160	0.957734249
1160.5	0.95800487
1161	0.958431488
1161.5	0.957440944
1162	0.956865999
1162.5	0.959141954
1163	0.957853193
1163.5	0.956925275
1164	0.958767778
1164.5	0.9579865
1165	0.958080387
1165.5	0.958039492
1166	0.958043132
1166.5	0.958519374
1167	0.958111658
1167.5	0.956983536
1168	0.958259453
1168.5	0.95886513
1169	0.957387241
1169.5	0.958204234
1170	0.957712363
1170.5	0.957326262
1171	0.958138944
1171.5	0.957460055
1172	0.958001398
1172.5	0.957053768
1173	0.958119247
1173.5	0.958750335
1174	0.957870554
1174.5	0.958595573
1175	0.958173325
1175.5	0.958393583
1176	0.958657433
1176.5	0.956932048
1177	0.959334169
1177.5	0.958601157
1178	0.957352286
1178.5	0.958154944
1179	0.959248795
1179.5	0.958160247
1180	0.957835273
1180.5	0.958991522
1181	0.957523801
1181.5	0.957849889
1182	0.960502781
1182.5	0.958927989
1183	0.957158572
1183.5	0.958496125
1184	0.959484627
1184.5	0.958512885
1185	0.957707949
1185.5	0.959340782
1186	0.958309259
1186.5	0.958626536
1187	0.95862704
1187.5	0.958829084
1188	0.958308008
1188.5	0.958736926
1189	0.958232717
1189.5	0.958572688
1190	0.957586401
1190.5	0.958622502
1191	0.958726635
1191.5	0.957531323
1192	0.958045764
1192.5	0.959639965
1193	0.957799292
1193.5	0.95888842
1194	0.959313385
1194.5	0.958377123
1195	0.95825796
1195.5	0.958435736
1196	0.95929647
1196.5	0.959557997
1197	0.958914672
1197.5	0.958293286
1198	0.959001571
1198.5	0.960030653
1199	0.95894281
1199.5	0.958853391
1200	0.959279703
1200.5	0.959699728
1201	0.958937608
1201.5	0.96030415
1202	0.959384124
1202.5	0.959594571
1203	0.960485107
1203.5	0.959483058
1204	0.959027235
1204.5	0.961203523
1205	0.960191745
1205.5	0.959343248
1206	0.959377408
1206.5	0.961282456
1207	0.96012007
1207.5	0.959015608
1208	0.960043707
1208.5	0.960732083
1209	0.959144643
1209.5	0.958823266
1210	0.959986801
1210.5	0.961227655
1211	0.959909808
1211.5	0.960015974
1212	0.960905826
1212.5	0.961314397
1213	0.959353654
1213.5	0.961031389
1214	0.959530971
1214.5	0.959659444
1215	0.959911014
1215.5	0.959866202
1216	0.959745246
1216.5	0.960512268
1217	0.960990749
1217.5	0.960553645
1218	0.960269693
1218.5	0.960117753
1219	0.960738019
1219.5	0.960159823
1220	0.959871584
1220.5	0.960491874
1221	0.961023143
1221.5	0.961341738
1222	0.960294402
1222.5	0.959742939
1223	0.961509785
1223.5	0.960417954
1224	0.960477237
1224.5	0.959999397
1225	0.961209871
1225.5	0.960307215
1226	0.960867311
1226.5	0.960825356
1227	0.961091318
1227.5	0.959538015
1228	0.959761503
1228.5	0.960985243
1229	0.96059164
1229.5	0.960166691
1230	0.962141941
1230.5	0.960651461
1231	0.960182091
1231.5	0.961858138
1232	0.961345376
1232.5	0.960138423
1233	0.960887372
1233.5	0.960941098
1234	0.960556468
1234.5	0.960477863
1235	0.959314058
1235.5	0.960871779
1236	0.960338813
1236.5	0.961471875
1237	0.961632928
1237.5	0.960611063
1238	0.960742608
1238.5	0.961319952
1239	0.960464124
1239.5	0.960570563
1240	0.961034456
1240.5	0.961790815
1241	0.961126397
1241.5	0.960553785
1242	0.961645759
1242.5	0.962929881
1243	0.960176083
1243.5	0.960088009
1244	0.962129462
1244.5	0.961635902
1245	0.960628337
1245.5	0.961609567
1246	0.962020524
1246.5	0.962043647
1247	0.960442899
1247.5	0.960566619
1248	0.962128527
1248.5	0.961137018
1249	0.960955046
1249.5	0.960946371
1250	0.961118983
1250.5	0.961632872
1251	0.962479799
1251.5	0.96081855
1252	0.960398243
1252.5	0.961771212
1253	0.962450542
1253.5	0.959845049
1254	0.961519445
1254.5	0.961850141
1255	0.96149083
1255.5	0.961398937
1256	0.961067954
1256.5	0.962731626
1257	0.961920159
1257.5	0.961503501
1258	0.961032894
1258.5	0.961710711
1259	0.961945713
1259.5	0.961425783
1260	0.961646274
1260.5	0.961956975
1261	0.961605677
1261.5	0.961495562
1262	0.96265398
1262.5	0.962022236
1263	0.961831556
1263.5	0.962000273
1264	0.962110501
1264.5	0.962047491
1265	0.961700993
1265.5	0.962087574
1266	0.961064897
1266.5	0.961944918
1267	0.962548736
1267.5	0.962443441
1268	0.961656075
1268.5	0.961944067
1269	0.963189329
1269.5	0.963131497
1270	0.961212125
1270.5	0.960684364
1271	0.962893683
1271.5	0.961929494
1272	0.961530947
1272.5	0.962621381
1273	0.962805307
1273.5	0.962648712
1274	0.962369222
1274.5	0.962193429
1275	0.962678056
1275.5	0.962038801
1276	0.962865178
1276.5	0.962255966
1277	0.961954861
1277.5	0.962257304
1278	0.96229697
1278.5	0.962842738
1279	0.962282254
1279.5	0.962937255
1280	0.962085104
1280.5	0.96248704
1281	0.962281674
1281.5	0.963348243
1282	0.962271599
1282.5	0.962229763
1283	0.962329414
1283.5	0.962775587
1284	0.963245263
1284.5	0.962638812
1285	0.964187908
1285.5	0.961746792
1286	0.96297555
1286.5	0.962426769
1287	0.962977824
1287.5	0.963010822
1288	0.962200819
1288.5	0.962331903
1289	0.963274522
1289.5	0.962655823
1290	0.962570256
1290.5	0.963579953
1291	0.962357434
1291.5	0.962884091
1292	0.961737561
1292.5	0.962853078
1293	0.963432843
1293.5	0.962226891
1294	0.963935038
1294.5	0.963504651
1295	0.962312715
1295.5	0.963799267
1296	0.963740696
1296.5	0.962341352
1297	0.963095324
1297.5	0.963679833
1298	0.963255409
1298.5	0.962371635
1299	0.962688461
1299.5	0.964244844
1300	0.962528582
1300.5	0.96244317
1301	0.963983737
1301.5	0.964903079
1302	0.962419106
1302.5	0.963711954
1303	0.96381201
1303.5	0.963545559
1304	0.962909601
1304.5	0.964531987
1305	0.963153791
1305.5	0.962316298
1306	0.963153024
1306.5	0.963563926
1307	0.96343992
1307.5	0.962503273
1308	0.963671613
1308.5	0.964440277
1309	0.962888892
1309.5	0.963111515
1310	0.963670986
1310.5	0.964258095
1311	0.962904772
1311.5	0.964121056
1312	0.96465864
1312.5	0.963938193
1313	0.964283446
1313.5	0.964243102
1314	0.963437814
1314.5	0.963444067
1315	0.964572964
1315.5	0.964072691
1316	0.96358894
1316.5	0.963646168
1317	0.964478667
1317.5	0.963845687
1318	0.962933381
1318.5	0.964138558
1319	0.965539039
1319.5	0.963308686
1320	0.963001744
1320.5	0.964464169
1321	0.9653116
1321.5	0.963746847
1322	0.964523717
1322.5	0.964405765
1323	0.962395315
1323.5	0.963406774
1324	0.964650547
1324.5	0.964434779
1325	0.963918259
1325.5	0.964102534
1326	0.964661525
1326.5	0.964203518
1327	0.964557922
1327.5	0.965730095
1328	0.963743664
1328.5	0.963655024
1329	0.964772383
1329.5	0.966010523
1330	0.964790565
1330.5	0.963523635
1331	0.964399471
1331.5	0.964558934
1332	0.964145871
1332.5	0.965173015
1333	0.964970192
1333.5	0.964967026
1334	0.963770084
1334.5	0.964704865
1335	0.965552562
1335.5	0.964324605
1336	0.96540725
1336.5	0.964248009
1337	0.964326366
1337.5	0.964301811
1338	0.965001332
1338.5	0.965201301
1339	0.963568551
1339.5	0.964433936
1340	0.965221398
1340.5	0.964890667
1341	0.964141582
1341.5	0.96581331
1342	0.966193872
1342.5	0.964712218
1343	0.964788691
1343.5	0.96513627
1344	0.964877262
1344.5	0.965212629
1345	0.96512766
1345.5	0.965343139
1346	0.964222762
1346.5	0.963835107
1347	0.965668166
1347.5	0.965640492
1348	0.964614514
1348.5	0.964470622
1349	0.964621632
1349.5	0.965359771
1350	0.964643747
1350.5	0.965568324
1351	0.964499955
1351.5	0.963629157
1352	0.964866863
1352.5	0.965071156
1353	0.964425507
1353.5	0.964657572
1354	0.965532114
1354.5	0.965341668
1355	0.963985619
1355.5	0.963414103
1356	0.965147953
1356.5	0.965210202
1357	0.96471619
1357.5	0.964951015
1358	0.967082784
1358.5	0.966727279
1359	0.964822873
1359.5	0.965787948
1360	0.9656128
1360.5	0.96496518
1361	0.964866152
1361.5	0.965544512
1362	0.965313793
1362.5	0.964603714
1363	0.965810311
1363.5	0.965537802
1364	0.964884456
1364.5	0.966292622
1365	0.966436022
1365.5	0.966106657
1366	0.964995674
1366.5	0.965808108
1367	0.964996985
1367.5	0.96474267
1368	0.965275873
1368.5	0.96656099
1369	0.964962267
1369.5	0.963896752
1370	0.965392473
1370.5	0.966140262
1371	0.964557847
1371.5	0.963834134
1372	0.964863219
1372.5	0.965867811
1373	0.96382802
1373.5	0.965377706
1374	0.965226908
1374.5	0.964913206
1375	0.965873762
1375.5	0.96514488
1376	0.965120408
1376.5	0.965000536
1377	0.966179793
1377.5	0.965422065
1378	0.965040745
1378.5	0.965350242
1379	0.966042842
1379.5	0.966586108
1380	0.964898957
1380.5	0.965978916
1381	0.966989274
1381.5	0.965043631
1382	0.964280084
1382.5	0.966145887
1383	0.96540607
1383.5	0.963652272
1384	0.964729116
1384.5	0.96571002
1385	0.967309081
1385.5	0.966076943
1386	0.966373237
1386.5	0.966067007
1387	0.966204784
1387.5	0.964286124
1388	0.964976469
1388.5	0.966295013
1389	0.965199324
1389.5	0.965598002
1390	0.965787339
1390.5	0.966898094
1391	0.96557031
1391.5	0.965866742
1392	0.96534848
1392.5	0.96586095
1393	0.965615086
1393.5	0.966291019
1394	0.966233113
1394.5	0.965036455
1395	0.96519017
1395.5	0.964347372
1396	0.965703619
1396.5	0.963706655
1397	0.961969967
1397.5	0.970568962
1398	0.966594434
1398.5	0.967706478
1399	0.967156519
1399.5	0.964603958
1400	0.965536771
1400.5	0.965222795
1401	0.964957657
1401.5	0.965335934
1402	0.966657171
1402.5	0.967271592
1403	0.966467392
1403.5	0.967025314
1404	0.96793646
1404.5	0.965017334
1405	0.964829683
1405.5	0.966326399
1406	0.966179296
1406.5	0.965452819
1407	0.965783515
1407.5	0.967654862
1408	0.966577201
1408.5	0.963867437
1409	0.966201962
1409.5	0.966030938
1410	0.964907454
1410.5	0.965482421
1411	0.967114943
1411.5	0.96614719
1412	0.966227629
1412.5	0.966564393
1413	0.96636464
1413.5	0.965776927
1414	0.965751557
1414.5	0.965496748
1415	0.966056012
1415.5	0.967258038
1416	0.965928152
1416.5	0.966524227
1417	0.968088202
1417.5	0.966603782
1418	0.967031297
1418.5	0.966569606
1419	0.965603391
1419.5	0.966378843
1420	0.966197107
1420.5	0.967335335
1421	0.966030722
1421.5	0.966890629
1422	0.967439903
1422.5	0.966801038
1423	0.966033403
1423.5	0.966667288
1424	0.96591084
1424.5	0.966446054
1425	0.965814322
1425.5	0.966909562
1426	0.966028444
1426.5	0.966355987
1427	0.968628223
1427.5	0.966721719
1428	0.965608273
1428.5	0.967486917
1429	0.967250873
1429.5	0.966649341
1430	0.966107885
1430.5	0.966990662
1431	0.967955066
1431.5	0.966417928
1432	0.966347699
1432.5	0.96747945
1433	0.967179807
1433.5	0.965786646
1434	0.968303374
1434.5	0.967951988
1435	0.96707863
1435.5	0.966815282
1436	0.966801001
1436.5	0.966801516
1437	0.967254784
1437.5	0.968325108
1438	0.966323925
1438.5	0.966806346
1439	0.967038078
1439.5	0.967536587
1440	0.966231557
1440.5	0.966188951
1441	0.967016846
1441.5	0.965291324
1442	0.966675249
1442.5	0.966036187
1443	0.968406173
1443.5	0.966611864
1444	0.966375768
1444.5	0.966485909
1445	0.966665525
1445.5	0.966319537
1446	0.965762316
1446.5	0.966951171
1447	0.967143333
1447.5	0.966230254
1448	0.966890498
1448.5	0.967278973
1449	0.967602581
1449.5	0.967243801
1450	0.967293277
1450.5	0.967640105
1451	0.965926718
1451.5	0.966564178
1452	0.966601476
1452.5	0.967223814
1453	0.966233263
1453.5	0.967763697
1454	0.968239627
1454.5	0.967008311
1455	0.966513755
1455.5	0.967537159
1456	0.967126442
1456.5	0.965522593
1457	0.96719729
1457.5	0.967954344
1458	0.966365568
1458.5	0.966903748
1459	0.966152092
1459.5	0.967619664
1460	0.967142217
1460.5	0.966335924
1461	0.966646857
1461.5	0.967632075
1462	0.966804948
1462.5	0.967312552
1463	0.965650932
1463.5	0.966974813
1464	0.967360707
1464.5	0.96735598
1465	0.966719684
1465.5	0.967922902
1466	0.967060858
1466.5	0.966901892
1467	0.967142217
1467.5	0.966770563
1468	0.968370529
1468.5	0.966186523
1469	0.966579264
1469.5	0.968022247
1470	0.967623576
1470.5	0.966436707
1471	0.96658322
1471.5	0.966742573
1472	0.967230482
1472.5	0.967387065
1473	0.966883493
1473.5	0.967903771
1474	0.966333337
1474.5	0.966657696
1475	0.967265598
1475.5	0.967551849
1476	0.966846977
1476.5	0.967022651
1477	0.968474571
1477.5	0.967856278
1478	0.9652899
1478.5	0.966930118
1479	0.967160627
1479.5	0.96650692
1480	0.96702945
1480.5	0.967609232
1481	0.967871205
1481.5	0.966690307
1482	0.967275822
1482.5	0.967597618
1483	0.966678821
1483.5	0.967377929
1484	0.967324257
1484.5	0.967007927
1485	0.967033595
1485.5	0.967498511
1486	0.968167052
1486.5	0.966978649
1487	0.966075368
1487.5	0.966407156
1488	0.96742813
1488.5	0.966984154
1489	0.96685251
1489.5	0.96709538
1490	0.966392165
1490.5	0.967397242
1491	0.967831115
1491.5	0.967504299
1492	0.966954669
1492.5	0.967126648
1493	0.967101082
1493.5	0.966438507
1494	0.96667252
1494.5	0.968184064
1495	0.968018916
1495.5	0.966493475
1496	0.966083045
1496.5	0.967017699
1497	0.968270848
1497.5	0.965412638
1498	0.966341268
1498.5	0.967846089
1499	0.966897306
1499.5	0.966382255
1500	0.965876349
1500.5	0.968524989
1501	0.967323873
1501.5	0.965601592
1502	0.967436047
1502.5	0.967793052
1503	0.966319978
1503.5	0.967186476
1504	0.967031691
1504.5	0.967672621
1505	0.965976011
1505.5	0.966991
1506	0.967346759
1506.5	0.966156001
1507	0.965636415
1507.5	0.967918399
1508	0.967584541
1508.5	0.965038965
1509	0.96772086
1509.5	0.96696627
1510	0.966315412
1510.5	0.966524902
1511	0.967492676
1511.5	0.96613146
1512	0.967270813
1512.5	0.967699461
1513	0.966856767
1513.5	0.966983544
1514	0.966387843
1514.5	0.967961324
1515	0.965852552
1515.5	0.966639956
1516	0.968236173
1516.5	0.966763436
1517	0.966501519
1517.5	0.966940997
1518	0.967160749
1518.5	0.967901079
1519	0.966168122
1519.5	0.965989742
1520	0.967189683
1520.5	0.965884363
1521	0.966990306
1521.5	0.967211452
1522	0.968104444
1522.5	0.966376021
1523	0.96651593
1523.5	0.967025689
1524	0.966675089
1524.5	0.966223429
1525	0.965730985
1525.5	0.967028925
1526	0.968277623
1526.5	0.96575628
1527	0.966536547
1527.5	0.967236672
1528	0.967415524
1528.5	0.966473974
1529	0.967363709
1529.5	0.965846422
1530	0.96595837
1530.5	0.967029187
1531	0.966602488
1531.5	0.966565378
1532	0.96674848
1532.5	0.967312233
1533	0.966895749
1533.5	0.966568172
1534	0.967206003
1534.5	0.966986845
1535	0.96658217
1535.5	0.967438495
1536	0.966976042
1536.5	0.96726889
1537	0.966018406
1537.5	0.967551343
1538	0.967614429
1538.5	0.966673139
1539	0.966025951
1539.5	0.968293839
1540	0.966830511
1540.5	0.965710142
1541	0.9668489
1541.5	0.967358418
1542	0.965448883
1542.5	0.966435553
1543	0.967522009
1543.5	0.967309635
1544	0.966178621
1544.5	0.967804461
1545	0.967532609
1545.5	0.966547911
1546	0.966409668
1546.5	0.966501697
1547	0.966376152
1547.5	0.966590234
1548	0.96719018
1548.5	0.967055784
1549	0.96683203
1549.5	0.968503121
1550	0.967098568
1550.5	0.967325139
1551	0.967071896
1551.5	0.966224498
1552	0.967262925
1552.5	0.966774829
1553	0.967056722
1553.5	0.967051085
1554	0.965637268
1554.5	0.966957952
1555	0.96696205
1555.5	0.967143839
1556	0.967152336
1556.5	0.966987558
1557	0.966557586
1557.5	0.966733627
1558	0.966757116
1558.5	0.967354592
1559	0.968009111
1559.5	0.96718067
1560	0.966696664
1560.5	0.967227884
1561	0.967910846
1561.5	0.966623388
1562	0.96621233
1562.5	0.968574198
1563	0.96767309
1563.5	0.966639271
1564	0.966824706
1564.5	0.968058194
1565	0.966132566
1565.5	0.966184039
1566	0.967379017
1566.5	0.968160567
1567	0.966885612
1567.5	0.966395971
1568	0.967770911
1568.5	0.967269256
1569	0.96673088
1569.5	0.967106803
1570	0.967820645
1570.5	0.966669604
1571	0.966938427
1571.5	0.967658708
1572	0.966298472
1572.5	0.966366543
1573	0.968218053
1573.5	0.965823038
1574	0.967116979
1574.5	0.967586286
1575	0.967388931
1575.5	0.966852997
1576	0.966133926
1576.5	0.967475426
1577	0.968493586
1577.5	0.966405393
1578	0.966188829
1578.5	0.967621934
1579	0.967546615
1579.5	0.967302225
1580	0.966776911
1580.5	0.968231903
1581	0.966673476
1581.5	0.967728815
1582	0.967867537
1582.5	0.966727448
1583	0.96662726
1583.5	0.966626154
1584	0.967878599
1584.5	0.966600144
1585	0.966200425
1585.5	0.968104651
1586	0.966699393
1586.5	0.965998084
1587	0.968410462
1587.5	0.968251347
1588	0.967397242
1588.5	0.967018459
1589	0.967167577
1589.5	0.966704006
1590	0.966493709
1590.5	0.967053299
1591	0.966905952
1591.5	0.966281073
1592	0.965856001
