# Telescope Reflectivity with 2 silver mirrors
# Columns are (1) wavelength in nm and (2) reflectivity 0-1
# Source: https://www.gemini.edu/sciops/instruments/optics/Gemini_Optics_Reflectivity_Data.xlsx
# Data taken from GN sample from August 2013
# Update 17/05/2017 by A. Shugart at GS


Wavelength (nm)	Looking up
1592.5	0.967364909
1593	0.966913342
1593.5	0.966377277
1594	0.967522975
1594.5	0.967913088
1595	0.966496953
1595.5	0.966599863
1596	0.967129593
1596.5	0.967945787
1597	0.967596099
1597.5	0.967935081
1598	0.967446028
1598.5	0.967506306
1599	0.966105167
1599.5	0.968422794
1600	0.968223186
1600.5	0.967366645
1601	0.967815813
1601.5	0.967659374
1602	0.967476805
1602.5	0.965814819
1603	0.966993147
1603.5	0.968347462
1604	0.966151267
1604.5	0.966493447
1605	0.96676488
1605.5	0.967044464
1606	0.967014407
1606.5	0.966850869
1607	0.966272204
1607.5	0.966434072
1608	0.967183521
1608.5	0.967720485
1609	0.967738769
1609.5	0.966577304
1610	0.966801216
1610.5	0.967973025
1611	0.968146192
1611.5	0.96649566
1612	0.968520043
1612.5	0.967137715
1613	0.96700698
1613.5	0.966493953
1614	0.967997354
1614.5	0.966234913
1615	0.966674311
1615.5	0.966968736
1616	0.967319239
1616.5	0.967141879
1617	0.967728478
1617.5	0.966880351
1618	0.967002356
1618.5	0.96792202
1619	0.967440334
1619.5	0.96751852
1620	0.966581261
1620.5	0.967171347
1621	0.968294412
1621.5	0.966505166
1622	0.967281046
1622.5	0.967302975
1623	0.967832494
1623.5	0.966486031
1624	0.967678249
1624.5	0.968330701
1625	0.966680687
1625.5	0.967506109
1626	0.967420448
1626.5	0.967487995
1627	0.966932603
1627.5	0.967397261
1628	0.96732649
1628.5	0.967673671
1629	0.967564851
1629.5	0.967229122
1630	0.967721019
1630.5	0.967018318
1631	0.967492583
1631.5	0.967506362
1632	0.966705244
1632.5	0.96631139
1633	0.966885378
1633.5	0.968704485
1634	0.966443672
1634.5	0.966592521
1635	0.967503689
1635.5	0.967592046
1636	0.966391855
1636.5	0.967621746
1637	0.968342591
1637.5	0.966459198
1638	0.967711525
1638.5	0.968095136
1639	0.966873778
1639.5	0.966041764
1640	0.967453504
1640.5	0.967406106
1641	0.967998236
1641.5	0.967287171
1642	0.967459085
1642.5	0.967970041
1643	0.9673475
1643.5	0.967451703
1644	0.967779402
1644.5	0.967422981
1645	0.965904195
1645.5	0.967803907
1646	0.967063287
1646.5	0.96680523
1647	0.968280063
1647.5	0.967704189
1648	0.968046962
1648.5	0.968844018
1649	0.966295744
1649.5	0.967874893
1650	0.967019603
1650.5	0.966846218
1651	0.966495903
1651.5	0.967069992
1652	0.966299325
1652.5	0.967176449
1653	0.967231842
1653.5	0.967032451
1654	0.967192891
1654.5	0.967386802
1655	0.965997831
1655.5	0.967678475
1656	0.96666695
1656.5	0.967817558
1657	0.966638043
1657.5	0.967055653
1658	0.967930033
1658.5	0.966380474
1659	0.966812131
1659.5	0.967559785
1660	0.96722795
1660.5	0.967166339
1661	0.966481765
1661.5	0.96856683
1662	0.967024423
1662.5	0.966680809
1663	0.966527096
1663.5	0.968379492
1664	0.967440737
1664.5	0.96699929
1665	0.967971458
1665.5	0.967630274
1666	0.96651488
1666.5	0.967156941
1667	0.967145837
1667.5	0.967145799
1668	0.967056844
1668.5	0.967292827
1669	0.968138018
1669.5	0.96548481
1670	0.966832939
1670.5	0.968267779
1671	0.967228362
1671.5	0.966460539
1672	0.968138816
1672.5	0.96604796
1673	0.966799153
1673.5	0.96778657
1674	0.96709055
1674.5	0.966499972
1675	0.96674321
1675.5	0.967555161
1676	0.967432877
1676.5	0.965662112
1677	0.967851071
1677.5	0.967565779
1678	0.966002846
1678.5	0.966528596
1679	0.969141787
1679.5	0.967326096
1680	0.965821914
1680.5	0.967285182
1681	0.967848847
1681.5	0.966061664
1682	0.967085673
1682.5	0.967863972
1683	0.96810269
1683.5	0.966755335
1684	0.966487221
1684.5	0.968152253
1685	0.96774438
1685.5	0.966237875
1686	0.96778338
1686.5	0.966898244
1687	0.967208498
1687.5	0.967543847
1688	0.96768886
1688.5	0.966167428
1689	0.966969365
1689.5	0.966944279
1690	0.967131047
1690.5	0.966589418
1691	0.967396623
1691.5	0.967360323
1692	0.966413709
1692.5	0.967427455
1693	0.967451506
1693.5	0.967295003
1694	0.967100876
1694.5	0.966944551
1695	0.96599276
1695.5	0.967307177
1696	0.966903476
1696.5	0.96633704
1697	0.967514927
1697.5	0.968526829
1698	0.967102648
1698.5	0.966933494
1699	0.966739338
1699.5	0.966146787
1700	0.967462706
1700.5	0.966913848
1701	0.966107876
1701.5	0.96783696
1702	0.967272548
1702.5	0.967689291
1703	0.966047707
1703.5	0.966976923
1704	0.967653145
1704.5	0.966678708
1705	0.966763643
1705.5	0.967131365
1706	0.966924745
1706.5	0.966031997
1707	0.966101933
1707.5	0.968000554
1708	0.966725498
1708.5	0.965790217
1709	0.968480343
1709.5	0.966654902
1710	0.965839702
1710.5	0.967278232
1711	0.966357768
1711.5	0.968291737
1712	0.967063146
1712.5	0.966900147
1713	0.967682743
1713.5	0.966072022
1714	0.967481598
1714.5	0.967126976
1715	0.967274171
1715.5	0.966797822
1716	0.967889238
1716.5	0.967415645
1717	0.966526552
1717.5	0.967960292
1718	0.967789093
1718.5	0.965951697
1719	0.966309394
1719.5	0.96841857
1720	0.968580289
1720.5	0.966544104
1721	0.967324708
1721.5	0.967385564
1722	0.966542932
1722.5	0.966365699
1723	0.96734539
1723.5	0.967159539
1724	0.966826628
1724.5	0.967954578
1725	0.96743827
1725.5	0.966743154
1726	0.967538369
1726.5	0.967026777
1727	0.967700981
1727.5	0.967112308
1728	0.967256763
1728.5	0.967716347
1729	0.966338156
1729.5	0.966706594
1730	0.967641381
1730.5	0.967220118
1731	0.96781708
1731.5	0.966090244
1732	0.967145509
1732.5	0.966673326
1733	0.966043404
1733.5	0.967853079
1734	0.967860153
1734.5	0.967460155
1735	0.967156726
1735.5	0.967207766
1736	0.967877004
1736.5	0.966192344
1737	0.967610254
1737.5	0.966182342
1738	0.967127595
1738.5	0.96681743
1739	0.967080468
1739.5	0.967216141
1740	0.965219319
1740.5	0.966999383
1741	0.967368924
1741.5	0.96710519
1742	0.965928536
1742.5	0.967307496
1743	0.967301868
1743.5	0.965955137
1744	0.966835612
1744.5	0.967232977
1745	0.966960109
1745.5	0.966053687
1746	0.966877229
1746.5	0.967626981
1747	0.967463728
1747.5	0.967163291
1748	0.96733873
1748.5	0.967498821
1749	0.967253611
1749.5	0.967290322
1750	0.967549307
1750.5	0.966793021
1751	0.967136627
1751.5	0.967298464
1752	0.967616896
1752.5	0.966216483
1753	0.967454085
1753.5	0.967574091
1754	0.967503182
1754.5	0.967183549
1755	0.968314569
1755.5	0.96748505
1756	0.966886587
1756.5	0.967569719
1757	0.967795623
1757.5	0.967926777
1758	0.96676428
1758.5	0.967058175
1759	0.967712782
1759.5	0.967619016
1760	0.968115977
1760.5	0.967396566
1761	0.967016133
1761.5	0.967067976
1762	0.967512066
1762.5	0.967786832
1763	0.967203264
1763.5	0.968321917
1764	0.968729941
1764.5	0.967697284
1765	0.96717795
1765.5	0.968528021
1766	0.968060962
1766.5	0.966309375
1767	0.967584269
1767.5	0.968014994
1768	0.967703617
1768.5	0.96715424
1769	0.968184121
1769.5	0.968208453
1770	0.966355105
1770.5	0.967328066
1771	0.968072654
1771.5	0.967456252
1772	0.966764533
1772.5	0.968384869
1773	0.967129705
1773.5	0.967795116
1774	0.967064412
1774.5	0.967705821
1775	0.966527818
1775.5	0.968509485
1776	0.968105139
1776.5	0.968964729
1777	0.966236703
1777.5	0.966975685
1778	0.968676467
1778.5	0.966482356
1779	0.967245264
1779.5	0.966718793
1780	0.967879274
1780.5	0.967798241
1781	0.968176266
1781.5	0.968075318
1782	0.968189629
1782.5	0.96777108
1783	0.969084162
1783.5	0.968443779
1784	0.967795651
1784.5	0.966716299
1785	0.968184327
1785.5	0.966848487
1786	0.967402945
1786.5	0.96779552
1787	0.96718323
1787.5	0.966715474
1788	0.968093344
1788.5	0.968156185
1789	0.967362846
1789.5	0.967326274
1790	0.969158104
1790.5	0.967929067
1791	0.967603331
1791.5	0.967572496
1792	0.968495604
1792.5	0.967679394
1793	0.967488239
1793.5	0.967326996
1794	0.969506497
1794.5	0.967909457
1795	0.96796762
1795.5	0.968172532
1796	0.967941076
1796.5	0.968833392
1797	0.968630259
1797.5	0.968124844
1798	0.967375977
1798.5	0.968640349
1799	0.967347163
1799.5	0.968098777
1800	0.968216692
1800.5	0.968303543
1801	0.966889429
1801.5	0.967768406
1802	0.967284151
1802.5	0.967336742
1803	0.967630452
1803.5	0.967842974
1804	0.96794802
1804.5	0.969236613
1805	0.967939519
1805.5	0.967455558
1806	0.969427893
1806.5	0.968424108
1807	0.968535276
1807.5	0.968117938
1808	0.968638641
1808.5	0.968479151
1809	0.968548021
1809.5	0.968758476
1810	0.968555868
1810.5	0.967156426
1811	0.968187677
1811.5	0.967911099
1812	0.968531409
1812.5	0.967414182
1813	0.968584682
1813.5	0.968892033
1814	0.968459217
1814.5	0.968205347
1815	0.969784815
1815.5	0.968091045
1816	0.967738244
1816.5	0.968894981
1817	0.969087739
1817.5	0.968044072
1818	0.969165887
1818.5	0.969490515
1819	0.969470392
1819.5	0.967421733
1820	0.968776808
1820.5	0.968803091
1821	0.967326518
1821.5	0.966435572
1822	0.968730654
1822.5	0.96829077
1823	0.968736483
1823.5	0.970040094
1824	0.969373245
1824.5	0.967570798
1825	0.967806065
1825.5	0.969454804
1826	0.967914083
1826.5	0.967074381
1827	0.967524439
1827.5	0.968367433
1828	0.968199398
1828.5	0.969275023
1829	0.969560397
1829.5	0.968697304
1830	0.968699445
1830.5	0.968352492
1831	0.968702242
1831.5	0.966902239
1832	0.968352736
1832.5	0.968675359
1833	0.96945164
1833.5	0.968668742
1834	0.969501154
1834.5	0.969504929
1835	0.969315077
1835.5	0.968929122
1836	0.967937858
1836.5	0.967972631
1837	0.967857198
1837.5	0.968660651
1838	0.969611914
1838.5	0.970152557
1839	0.970238048
1839.5	0.968824624
1840	0.969572342
1840.5	0.967579354
1841	0.967663643
1841.5	0.967152139
1842	0.969201583
1842.5	0.968181174
1843	0.967239355
1843.5	0.969137515
1844	0.969409348
1844.5	0.969978215
1845	0.970216536
1845.5	0.970478487
1846	0.970035801
1846.5	0.969254123
1847	0.968826708
1847.5	0.969250161
1848	0.967560705
1848.5	0.967957158
1849	0.96873088
1849.5	0.96803391
1850	0.96982395
1850.5	0.970614755
1851	0.969703185
1851.5	0.968368174
1852	0.970636243
1852.5	0.969284497
1853	0.967442857
1853.5	0.968626308
1854	0.96884505
1854.5	0.970121484
1855	0.968700008
1855.5	0.96880663
1856	0.9703625
1856.5	0.96938578
1857	0.969412944
1857.5	0.969561609
1858	0.968153032
1858.5	0.968509043
1859	0.970211032
1859.5	0.969510272
1860	0.968127462
1860.5	0.96986781
1861	0.968609254
1861.5	0.969328654
1862	0.968372181
1862.5	0.970806726
1863	0.969847392
1863.5	0.968718602
1864	0.969073422
1864.5	0.969781584
1865	0.969282591
1865.5	0.9688002
1866	0.969542828
1866.5	0.969787463
1867	0.969099042
1867.5	0.969087354
1868	0.971521725
1868.5	0.96956175
1869	0.96865701
1869.5	0.970178699
1870	0.970839341
1870.5	0.969387048
1871	0.970322114
1871.5	0.969749935
1872	0.970146649
1872.5	0.96992435
1873	0.969316138
1873.5	0.969785387
1874	0.970522004
1874.5	0.968870517
1875	0.969423602
1875.5	0.969597077
1876	0.970188722
1876.5	0.969331574
1877	0.970287347
1877.5	0.969201959
1878	0.968291249
1878.5	0.96937532
1879	0.969827312
1879.5	0.970780388
1880	0.968464182
1880.5	0.970355192
1881	0.971292407
1881.5	0.968648816
1882	0.97050173
1882.5	0.969458354
1883	0.969496872
1883.5	0.968959632
1884	0.969364015
1884.5	0.970229284
1885	0.969531916
1885.5	0.969770361
1886	0.970230458
1886.5	0.969571713
1887	0.969034715
1887.5	0.970702606
1888	0.970591858
1888.5	0.968456477
1889	0.970020651
1889.5	0.970973972
1890	0.970325308
1890.5	0.969737106
1891	0.970854733
1891.5	0.970222473
1892	0.96851154
1892.5	0.968974333
1893	0.971466529
1893.5	0.970164675
1894	0.969594203
1894.5	0.970332072
1895	0.969859742
1895.5	0.969989176
1896	0.970509603
1896.5	0.970556635
1897	0.970422775
1897.5	0.970557969
1898	0.97120672
1898.5	0.970345628
1899	0.969109651
1899.5	0.969527522
1900	0.971393241
1900.5	0.970588307
1901	0.970094451
1901.5	0.970446272
1902	0.97187701
1902.5	0.971133085
1903	0.971346235
1903.5	0.970961643
1904	0.970914225
1904.5	0.970482263
1905	0.970306905
1905.5	0.96918427
1906	0.970463859
1906.5	0.970740012
1907	0.971910499
1907.5	0.971326826
1908	0.970269771
1908.5	0.971545488
1909	0.970894764
1909.5	0.971114213
1910	0.971603121
1910.5	0.971945822
1911	0.97128736
1911.5	0.971037941
1912	0.971715393
1912.5	0.971828837
1913	0.969814314
1913.5	0.970618213
1914	0.970211699
1914.5	0.971410301
1915	0.970328268
1915.5	0.96919379
1916	0.971722152
1916.5	0.970632325
1917	0.970971782
1917.5	0.970359175
1918	0.971515831
1918.5	0.971771592
1919	0.971155039
1919.5	0.970179638
1920	0.971323198
1920.5	0.970603828
1921	0.971053748
1921.5	0.972331456
1922	0.969334269
1922.5	0.97067766
1923	0.971828
1923.5	0.971684577
1924	0.97135695
1924.5	0.971338895
1925	0.971557483
1925.5	0.970751616
1926	0.970336553
1926.5	0.971450944
1927	0.971724822
1927.5	0.971361547
1928	0.970104511
1928.5	0.972217748
1929	0.973281264
1929.5	0.970610941
1930	0.971040393
1930.5	0.971527854
1931	0.971245151
1931.5	0.971113057
1932	0.971550874
1932.5	0.972331221
1933	0.971660492
1933.5	0.971443773
1934	0.971190028
1934.5	0.970605472
1935	0.971753551
1935.5	0.972233254
1936	0.97192133
1936.5	0.97055935
1937	0.971410489
1937.5	0.971808605
1938	0.970810569
1938.5	0.970791644
1939	0.972055359
1939.5	0.971051107
1940	0.970184326
1940.5	0.971882661
1941	0.971721343
1941.5	0.971913499
1942	0.970354412
1942.5	0.971323678
1943	0.97213942
1943.5	0.970364267
1944	0.970811659
1944.5	0.972882687
1945	0.971790018
1945.5	0.970870266
1946	0.97147497
1946.5	0.971177952
1947	0.970906049
1947.5	0.971588898
1948	0.971827389
1948.5	0.971044575
1949	0.972305295
1949.5	0.972097605
1950	0.971390825
1950.5	0.97086241
1951	0.972341189
1951.5	0.972473742
1952	0.972101771
1952.5	0.972064668
1953	0.97174259
1953.5	0.972005357
1954	0.970571649
1954.5	0.972392075
1955	0.972081329
1955.5	0.971237387
1956	0.972807934
1956.5	0.971987831
1957	0.970625992
1957.5	0.971139118
1958	0.972390222
1958.5	0.971948897
1959	0.972204245
1959.5	0.972362264
1960	0.972173572
1960.5	0.972228016
1961	0.972179524
1961.5	0.971937774
1962	0.972653303
1962.5	0.971101028
1963	0.971967767
1963.5	0.971725593
1964	0.971732963
1964.5	0.971539726
1965	0.972738076
1965.5	0.971862861
1966	0.972220795
1966.5	0.971934982
1967	0.971573106
1967.5	0.972227951
1968	0.972623469
1968.5	0.971334148
1969	0.973094929
1969.5	0.972171277
1970	0.971629724
1970.5	0.973219367
1971	0.972095255
1971.5	0.972440168
1972	0.972085447
1972.5	0.972369589
1973	0.972325993
1973.5	0.971810692
1974	0.971921565
1974.5	0.972201424
1975	0.972269439
1975.5	0.970912712
1976	0.974226518
1976.5	0.972007125
1977	0.972835034
1977.5	0.972670816
1978	0.972783911
1978.5	0.97179942
1979	0.972043785
1979.5	0.973445769
1980	0.971768321
1980.5	0.97233518
1981	0.973011062
1981.5	0.973388157
1982	0.971093848
1982.5	0.972902262
1983	0.972834356
1983.5	0.971449262
1984	0.97202733
1984.5	0.972990903
1985	0.972345797
1985.5	0.972045825
1986	0.972157022
1986.5	0.973314382
1987	0.972194879
1987.5	0.972137172
1988	0.973540344
1988.5	0.972760377
1989	0.972006297
1989.5	0.973288132
1990	0.973334385
1990.5	0.973058428
1991	0.972201715
1991.5	0.973788362
1992	0.972260063
1992.5	0.972501937
1993	0.972393984
1993.5	0.973465152
1994	0.972673731
1994.5	0.972529644
1995	0.973894539
1995.5	0.972248431
1996	0.972842935
1996.5	0.973432784
1997	0.974645397
1997.5	0.97223884
1998	0.973206177
1998.5	0.972768748
1999	0.973222152
1999.5	0.972554689
2000	0.972964253
2000.5	0.972178019
2001	0.973100244
2001.5	0.972460313
2002	0.973948345
2002.5	0.973718949
2003	0.971604305
2003.5	0.973850494
2004	0.972713639
2004.5	0.973407088
2005	0.973219743
2005.5	0.972515885
2006	0.973035399
2006.5	0.972266768
2007	0.972868483
2007.5	0.97445124
2008	0.97259752
2008.5	0.972836435
2009	0.973513206
2009.5	0.973259869
2010	0.972191137
2010.5	0.972985249
2011	0.974311049
2011.5	0.973257367
2012	0.973345535
2012.5	0.974184913
2013	0.973707487
2013.5	0.973294925
2014	0.973488177
2014.5	0.972958994
2015	0.973537257
2015.5	0.973619378
2016	0.974306267
2016.5	0.973299385
2017	0.97292623
2017.5	0.973279194
2018	0.975170838
2018.5	0.973322737
2019	0.973949588
2019.5	0.975159066
2020	0.97298857
2020.5	0.97379208
2021	0.974103776
2021.5	0.973457992
2022	0.974011875
2022.5	0.973859106
2023	0.974870411
2023.5	0.974300676
2024	0.972557464
2024.5	0.974256509
2025	0.974588079
2025.5	0.973993597
2026	0.97485849
2026.5	0.974324595
2027	0.972964224
2027.5	0.97343062
2028	0.974012619
2028.5	0.975153792
2029	0.973220835
2029.5	0.974303462
2030	0.974215486
2030.5	0.973399513
2031	0.973075446
2031.5	0.974322317
2032	0.975670346
2032.5	0.973490812
2033	0.974622904
2033.5	0.975160337
2034	0.973956618
2034.5	0.973098626
2035	0.973783328
2035.5	0.974104783
2036	0.975158482
2036.5	0.973549321
2037	0.975361384
2037.5	0.973784438
2038	0.974125867
2038.5	0.973635751
2039	0.974573863
2039.5	0.97427285
2040	0.973878041
2040.5	0.976307026
2041	0.974096858
2041.5	0.973976957
2042	0.972755815
2042.5	0.975375964
2043	0.974028939
2043.5	0.974319851
2044	0.974067416
2044.5	0.974782918
2045	0.973214954
2045.5	0.974434906
2046	0.974857577
2046.5	0.974539499
2047	0.974448189
2047.5	0.97472762
2048	0.974301655
2048.5	0.973612546
2049	0.974625456
2049.5	0.975507377
2050	0.974901325
2050.5	0.974113509
2051	0.975122253
2051.5	0.974632931
2052	0.975564854
2052.5	0.975600469
2053	0.975361441
2053.5	0.974154341
2054	0.974645952
2054.5	0.97479562
2055	0.974853519
2055.5	0.973993296
2056	0.973900299
2056.5	0.975004615
2057	0.974598736
2057.5	0.974953218
2058	0.974033532
2058.5	0.975405049
2059	0.975027592
2059.5	0.97556297
2060	0.974721792
2060.5	0.976466217
2061	0.976272208
2061.5	0.974975922
2062	0.975591115
2062.5	0.974628271
2063	0.974421679
2063.5	0.974759558
2064	0.976032861
2064.5	0.973242342
2065	0.974730982
2065.5	0.975398041
2066	0.975208942
2066.5	0.974759737
2067	0.97475292
2067.5	0.975516268
2068	0.97515447
2068.5	0.974443454
2069	0.975870475
2069.5	0.975364775
2070	0.974699779
2070.5	0.974723308
2071	0.975150835
2071.5	0.975789286
2072	0.974148006
2072.5	0.977230103
2073	0.975801759
2073.5	0.975721619
2074	0.974311031
2074.5	0.976046947
2075	0.974784378
2075.5	0.975864916
2076	0.975218416
2076.5	0.975594827
2077	0.975433936
2077.5	0.975301945
2078	0.976431707
2078.5	0.974857483
2079	0.975594054
2079.5	0.976504421
2080	0.976461825
2080.5	0.974138396
2081	0.975099746
2081.5	0.976674146
2082	0.975290445
2082.5	0.975594554
2083	0.976244212
2083.5	0.976371594
2084	0.976452901
2084.5	0.974315568
2085	0.975796983
2085.5	0.976228608
2086	0.976290215
2086.5	0.974904743
2087	0.975626675
2087.5	0.976526851
2088	0.976393607
2088.5	0.977001122
2089	0.976406074
2089.5	0.97575103
2090	0.976477167
2090.5	0.975116311
2091	0.975452416
2091.5	0.976080235
2092	0.975690495
2092.5	0.976280736
2093	0.975643235
2093.5	0.975369418
2094	0.976934148
2094.5	0.97511212
2095	0.974813529
2095.5	0.976216434
2096	0.976150138
2096.5	0.975961813
2097	0.975807713
2097.5	0.976006311
2098	0.977150075
2098.5	0.975302406
2099	0.97535757
2099.5	0.976224773
2100	0.97530672
2100.5	0.97665802
2101	0.976126799
2101.5	0.97675424
2102	0.974027763
2102.5	0.976080687
2103	0.975838764
2103.5	0.975933577
2104	0.975116612
2104.5	0.975349677
2105	0.976545944
2105.5	0.975279388
2106	0.976472559
2106.5	0.977273395
2107	0.975590541
2107.5	0.97566833
2108	0.977070728
2108.5	0.976755428
2109	0.975681631
2109.5	0.97492947
2110	0.977154411
2110.5	0.977378367
2111	0.976061183
2111.5	0.974471264
2112	0.976553135
2112.5	0.974914639
2113	0.975860488
2113.5	0.976860833
2114	0.976837797
2114.5	0.975414044
2115	0.976364979
2115.5	0.976450564
2116	0.976146812
2116.5	0.975734139
2117	0.975236367
2117.5	0.976194687
2118	0.975859838
2118.5	0.976454069
2119	0.976943999
2119.5	0.976281687
2120	0.974628939
2120.5	0.976621368
2121	0.976840832
2121.5	0.976482407
2122	0.976053081
2122.5	0.976581389
2123	0.977396846
2123.5	0.975621287
2124	0.976513167
2124.5	0.977439416
2125	0.975706321
2125.5	0.975851953
2126	0.976909056
2126.5	0.977598237
2127	0.976425789
2127.5	0.976761611
2128	0.976814431
2128.5	0.977458348
2129	0.975359943
2129.5	0.977298454
2130	0.977710534
2130.5	0.976096196
2131	0.975405181
2131.5	0.976982335
2132	0.976485696
2132.5	0.976300816
2133	0.976603847
2133.5	0.977228369
2134	0.975365594
2134.5	0.976150354
2135	0.977932318
2135.5	0.976803149
2136	0.976195252
2136.5	0.976662921
2137	0.977376123
2137.5	0.976274667
2138	0.976106089
2138.5	0.97646419
2139	0.977828797
2139.5	0.978130009
2140	0.976852171
2140.5	0.978242327
2141	0.976806391
2141.5	0.976178801
2142	0.976114833
2142.5	0.976474934
2143	0.977101205
2143.5	0.977072019
2144	0.977085349
2144.5	0.976469034
2145	0.977144475
2145.5	0.976591662
2146	0.97688026
2146.5	0.975952166
2147	0.97694053
2147.5	0.97747714
2148	0.977327709
2148.5	0.976877621
2149	0.977719115
2149.5	0.976640933
2150	0.976190899
2150.5	0.977260856
2151	0.976603753
2151.5	0.976261042
2152	0.978471728
2152.5	0.976908274
2153	0.977218046
2153.5	0.976911554
2154	0.976451129
2154.5	0.977496431
2155	0.977107295
2155.5	0.975773328
2156	0.976379868
2156.5	0.97710573
2157	0.97749612
2157.5	0.976944121
2158	0.97679016
2158.5	0.977269964
2159	0.977196344
2159.5	0.97707316
2160	0.977799667
2160.5	0.978507236
2161	0.975841063
2161.5	0.976973606
2162	0.978246836
2162.5	0.976434958
2163	0.978718978
2163.5	0.977264882
2164	0.977038083
2164.5	0.97690324
2165	0.976911158
2165.5	0.978431277
2166	0.97699804
2166.5	0.977816764
2167	0.979197848
2167.5	0.976471484
2168	0.976484565
2168.5	0.979022403
2169	0.978703429
2169.5	0.977210004
2170	0.977251353
2170.5	0.97808086
2171	0.977223448
2171.5	0.97700131
2172	0.977926819
2172.5	0.976923346
2173	0.97720053
2173.5	0.976695758
2174	0.977281145
2174.5	0.978036098
2175	0.9763934
2175.5	0.977893991
2176	0.978298225
2176.5	0.97679214
2177	0.978424306
2177.5	0.978112334
2178	0.977554608
2178.5	0.976637833
2179	0.978571481
2179.5	0.978227283
2180	0.977359642
2180.5	0.977599519
2181	0.978091348
2181.5	0.977440943
2182	0.977788171
2182.5	0.978354841
2183	0.977891228
2183.5	0.978391526
2184	0.977585554
2184.5	0.977745717
2185	0.979689475
2185.5	0.977137697
2186	0.977861219
2186.5	0.979145143
2187	0.977739012
2187.5	0.977779071
2188	0.978281963
2188.5	0.979351395
2189	0.979006578
2189.5	0.97738936
2190	0.978722468
2190.5	0.978550801
2191	0.978568056
2191.5	0.978414571
2192	0.978545915
2192.5	0.977345038
2193	0.977530139
2193.5	0.979464897
2194	0.978835481
2194.5	0.978764699
2195	0.9794729
2195.5	0.978870826
2196	0.97751989
2196.5	0.977684375
2197	0.979182107
2197.5	0.979380775
2198	0.978977978
2198.5	0.978571707
2199	0.979515052
2199.5	0.978955728
2200	0.978629236
2200.5	0.978900227
2201	0.977737107
2201.5	0.979131969
2202	0.978376197
2202.5	0.979445888
2203	0.978949349
2203.5	0.980213073
2204	0.979473004
2204.5	0.978905539
2205	0.978684711
2205.5	0.979361531
2206	0.97950602
2206.5	0.978524123
2207	0.978859805
2207.5	0.980054805
2208	0.978604274
2208.5	0.978363632
2209	0.979509238
2209.5	0.979743904
2210	0.978755235
2210.5	0.977397893
2211	0.97957411
2211.5	0.978889036
2212	0.97811638
2212.5	0.978656294
2213	0.979252942
2213.5	0.978369452
2214	0.977969325
2214.5	0.979251687
2215	0.97878822
2215.5	0.978743734
2216	0.977978879
2216.5	0.979655834
2217	0.978528283
2217.5	0.979014977
2218	0.979708977
2218.5	0.978515236
2219	0.978963088
2219.5	0.979877357
2220	0.978343795
2220.5	0.980197003
2221	0.97910666
2221.5	0.979772912
2222	0.979790234
2222.5	0.977883655
2223	0.979153891
2223.5	0.980139834
2224	0.979364164
2224.5	0.978634048
2225	0.979687899
2225.5	0.978225434
2226	0.978819866
2226.5	0.978917032
2227	0.980386246
2227.5	0.978380536
2228	0.979206596
2228.5	0.980004314
2229	0.978815441
2229.5	0.978460823
2230	0.979085994
2230.5	0.980671834
2231	0.979262323
2231.5	0.979441122
2232	0.980961838
2232.5	0.978939706
2233	0.978886649
2233.5	0.978014076
2234	0.980166497
2234.5	0.978736724
2235	0.978984309
2235.5	0.98019113
2236	0.978995859
2236.5	0.979497516
2237	0.978549839
2237.5	0.980081986
2238	0.978518057
2238.5	0.979980155
2239	0.979624307
2239.5	0.979555346
2240	0.97856016
2240.5	0.98098122
2241	0.979201208
2241.5	0.978404487
2242	0.980103002
2242.5	0.980517703
2243	0.977971202
2243.5	0.978919211
2244	0.978988829
2244.5	0.980170094
2245	0.978577877
2245.5	0.978544934
2246	0.980022648
2246.5	0.979425294
2247	0.978765954
2247.5	0.979095223
2248	0.978769246
2248.5	0.978421835
2249	0.97863102
2249.5	0.977904317
2250	0.980393573
2250.5	0.979119589
2251	0.979383861
2251.5	0.979059525
2252	0.979070235
2252.5	0.97957781
2253	0.979698018
2253.5	0.978766274
2254	0.978584707
2254.5	0.980162928
2255	0.979818261
2255.5	0.979746603
2256	0.978601151
2256.5	0.97886841
2257	0.979392232
2257.5	0.979453155
2258	0.978898387
2258.5	0.980030702
2259	0.979105688
2259.5	0.978633378
2260	0.979472343
2260.5	0.979840408
2261	0.97804668
2261.5	0.979129639
2262	0.979720975
2262.5	0.978986999
2263	0.978564481
2263.5	0.979671446
2264	0.979673636
2264.5	0.979193384
2265	0.979379255
2265.5	0.980002284
2266	0.980185154
2266.5	0.979509342
2267	0.979832431
2267.5	0.979801694
2268	0.978835273
2268.5	0.980262427
2269	0.979691052
2269.5	0.978325551
2270	0.979201019
2270.5	0.979470427
2271	0.98013516
2271.5	0.979378774
2272	0.97956621
2272.5	0.980411515
2273	0.979642241
2273.5	0.979880094
2274	0.980253589
2274.5	0.979807207
2275	0.979540074
2275.5	0.980032561
2276	0.980798201
2276.5	0.980583468
2277	0.979297402
2277.5	0.979748576
2278	0.979116314
2278.5	0.980185607
2279	0.980010007
2279.5	0.980546477
2280	0.978620057
2280.5	0.981104621
2281	0.980198221
2281.5	0.980173823
2282	0.979584465
2282.5	0.980076567
2283	0.980510979
2283.5	0.98064557
2284	0.981503424
