1	xstar: 300.0	xEnd: 300.05565751999995	initInt: 0	endInt: 0	newVal: 0.0
2	xstar: 300.02782876000003	xEnd: 300.08348628	initInt: 0	endInt: 0	newVal: 0.0
3	xstar: 300.05565752	xEnd: 300.11131503999997	initInt: 0	endInt: 0	newVal: 0.0
4	xstar: 300.08348628000005	xEnd: 300.1391438	initInt: 0	endInt: 0	newVal: 0.0
5	xstar: 300.11131504	xEnd: 300.16697256	initInt: 0	endInt: 0	newVal: 0.0
6	xstar: 300.1391438	xEnd: 300.19480131999995	initInt: 0	endInt: 0	newVal: 0.0
7	xstar: 300.16697256000003	xEnd: 300.22263008	initInt: 0	endInt: 1	newVal: 0.0
8	xstar: 300.19480132	xEnd: 300.25045883999996	initInt: 0	endInt: 1	newVal: 0.0
9	xstar: 300.22263008000004	xEnd: 300.2782876	initInt: 1	endInt: 1	newVal: 0.0
10	xstar: 300.25045884	xEnd: 300.30611636	initInt: 1	endInt: 1	newVal: 0.0
11	xstar: 300.2782876	xEnd: 300.33394511999995	initInt: 1	endInt: 1	newVal: 0.0
12	xstar: 300.30611636000003	xEnd: 300.36177388	initInt: 1	endInt: 1	newVal: 0.0
13	xstar: 300.33394512	xEnd: 300.38960263999996	initInt: 1	endInt: 1	newVal: 0.0
14	xstar: 300.36177388000004	xEnd: 300.4174314	initInt: 1	endInt: 2	newVal: 0.0
15	xstar: 300.38960264	xEnd: 300.44526016	initInt: 1	endInt: 2	newVal: 0.0
16	xstar: 300.4174314	xEnd: 300.47308891999995	initInt: 2	endInt: 2	newVal: 0.0
17	xstar: 300.44526016000003	xEnd: 300.50091768	initInt: 2	endInt: 2	newVal: 0.0
18	xstar: 300.47308892	xEnd: 300.52874643999996	initInt: 2	endInt: 2	newVal: 0.0
19	xstar: 300.50091768000004	xEnd: 300.5565752	initInt: 2	endInt: 2	newVal: 0.0
20	xstar: 300.52874644	xEnd: 300.58440396	initInt: 2	endInt: 2	newVal: 0.0
21	xstar: 300.5565752	xEnd: 300.61223271999995	initInt: 2	endInt: 3	newVal: 0.0
22	xstar: 300.58440396000003	xEnd: 300.64006148	initInt: 2	endInt: 3	newVal: 0.0
23	xstar: 300.61223272	xEnd: 300.66789023999996	initInt: 3	endInt: 3	newVal: 0.0
24	xstar: 300.64006148000004	xEnd: 300.695719	initInt: 3	endInt: 3	newVal: 0.0
25	xstar: 300.66789024	xEnd: 300.72354776	initInt: 3	endInt: 3	newVal: 0.0
26	xstar: 300.695719	xEnd: 300.75137651999995	initInt: 3	endInt: 3	newVal: 0.0
27	xstar: 300.72354776000003	xEnd: 300.77920528	initInt: 3	endInt: 3	newVal: 0.0
28	xstar: 300.75137652	xEnd: 300.80703403999996	initInt: 3	endInt: 4	newVal: 0.0
29	xstar: 300.77920528000004	xEnd: 300.8348628	initInt: 3	endInt: 4	newVal: 0.0
30	xstar: 300.80703404	xEnd: 300.86269156	initInt: 4	endInt: 4	newVal: 0.0
