3302.368   U2
3302.978   U1
3750.15 Hκ
3770.63 Hι
3797.90 Hθ
3835.38 Hη
3889.05 Hζ
3933.663   CaII K
3968.468   CaII H
3970.07 Hε
4101.73 Hδ
4226.728   CaI
4340.4678 Hγ
4471.50    HeI
4861.3198 Hβ
5167.327   Mg I
5172.698   Mg I
5183.619   Mg I
5875.66    HeI
5889.9512  D2
5895.9243  D1
6562.808 Hα
6678.16    HeI
7698.974   KI
8498.062   CaII IR
8542.144   CaII IR
8662.170   CaII IR
8757.686   C2 (2,0) R(0)
9545.972   Pε
10049.27   Pδ
