# transmission of niri's detector
# Added 0.0 to beginning for interpolation purposes 20100108 mdillman

300     0.0
301     0.0
898     0.0
899     0.0
900	0.85
1100	0.85
1250	0.85
1650	0.85
2200	0.85
3780	0.75
5000	0.7
6000	0.7

#900     0.93
#1400    0.93
#1900    0.93
#1901    1.36
#2700    1.36
#2701    1.125
#4300    1.125
#4301	0.84
#6000    0.84
