# transmission of nici's detector 1 
# Just set to 90% for now. mdillman 2-19-09
#
# Based on additional input from Mauna Kea IR, setting
# to 0.73. mdillman 2-25-09

900	0.73
1100	0.73
1250	0.73
1650	0.73
2200	0.73
3780	0.73
5000	0.73
6000	0.73

#900     0.93
#1400    0.93
#1900    0.93
#1901    1.36
#2700    1.36
#2701    1.125
#4300    1.125
#4301	0.84
#6000    0.84
