# sky background 0.3-1.0um
# BRIGHT optical sky - 100%ile conditions (day 14)
# AM=1.5
#
#derived from sky spectrum with constant slope to match assumed photometric background
#increasingly poor model at very bright sky (day14);  patched to near-IR background at 920nm
#
#1 March 2001 : Phil Puxley

#nm         phot/s/nm/arcsec^2/m^2
596.93                   13.7431
597.20                   13.7591
597.46                   13.7702
597.73                   13.7546
597.99                   13.7169
598.26                   13.6678
598.52                   13.6495
598.79                   13.6543
599.05                   13.6420
599.32                   13.6244
599.59                   13.6113
599.85                   13.6101
600.12                   13.6179
600.38                   13.6010
600.65                   13.5843
600.91                   13.5532
601.18                   13.5338
601.44                   13.5140
601.71                   13.4993
601.97                   13.4846
602.24                   13.4741
602.50                   13.4757
602.77                   13.4790
603.03                   13.4752
603.30                   13.4610
603.57                   13.4450
603.83                   13.4329
604.10                   13.4237
604.36                   13.4149
604.63                   13.4004
604.89                   13.3808
605.16                   13.3604
605.42                   13.3446
605.69                   13.3373
605.95                   13.3353
606.22                   13.3377
606.48                   13.3340
606.75                   13.3171
607.01                   13.3064
607.28                   13.2907
607.55                   13.2912
607.81                   13.2729
608.08                   13.2676
608.34                   13.2530
608.61                   13.2455
608.87                   13.2377
609.14                   13.2294
609.40                   13.2307
609.67                   13.2250
609.93                   13.2184
610.20                   13.2056
610.46                   13.2000
610.73                   13.1898
611.00                   13.1793
611.26                   13.1580
611.53                   13.1485
611.79                   13.1286
612.06                   13.1171
612.32                   13.1119
612.59                   13.1083
612.85                   13.1020
613.12                   13.0835
613.38                   13.1020
613.65                   13.1198
613.91                   13.1372
614.18                   13.1142
614.44                   13.0964
614.71                   13.0651
614.98                   13.0518
615.24                   13.0663
615.51                   13.0991
615.77                   13.0944
616.04                   13.0456
616.30                   13.0129
616.57                   13.0259
616.83                   13.0497
617.10                   13.3432
617.36                   13.3246
617.63                   13.2944
617.89                   12.9663
618.16                   12.9378
618.42                   12.9162
618.69                   12.9048
618.96                   12.8939
619.22                   12.8925
619.49                   12.8855
619.75                   12.9033
620.02                   12.9221
620.28                   12.9263
620.55                   12.8958
620.81                   12.8660
621.08                   12.8564
621.34                   12.8570
621.61                   12.8732
621.87                   12.8927
622.14                   12.8837
622.40                   12.8416
622.67                   12.8103
622.94                   12.8606
623.20                   13.0102
623.47                   13.1298
623.73                   13.1508
624.00                   13.0407
624.26                   12.9301
624.53                   12.8277
624.79                   12.7726
625.06                   12.7734
625.32                   12.8639
625.59                   12.9693
625.85                   12.9949
626.12                   12.9326
626.38                   12.8520
626.65                   12.8002
626.92                   12.7611
627.18                   12.7283
627.45                   12.7153
627.71                   12.7131
627.98                   12.7178
628.24                   12.7561
628.51                   12.8290
628.77                   12.8516
629.04                   12.8374
629.30                   13.9539
629.57                   19.5550
629.83                   24.9361
630.10                   27.7241
630.36                   22.1555
630.63                   16.7908
630.90                   12.7628
631.16                   12.6408
631.43                   12.5519
631.69                   12.5825
631.96                   12.6353
632.22                   12.6366
632.49                   12.6858
632.75                   12.7095
633.02                   12.7530
633.28                   12.6457
633.55                   12.5302
633.81                   12.4431
634.08                   12.4296
634.34                   12.4599
634.61                   12.4741
634.88                   12.4938
635.14                   12.5240
635.41                   12.5857
635.67                   13.1405
635.94                   14.7343
636.20                   16.4165
636.47                   16.9657
636.73                   15.2946
637.00                   13.4941
637.26                   12.3461
637.53                   12.3483
637.79                   12.3583
638.06                   12.3641
638.33                   12.3708
638.59                   12.3642
638.86                   12.3336
639.12                   12.2857
639.39                   12.2527
639.65                   12.2334
639.92                   12.2325
640.18                   12.2212
640.45                   12.2227
640.71                   12.2076
640.98                   12.2029
641.24                   12.1914
641.51                   12.1937
641.77                   12.2011
642.04                   12.2045
642.31                   12.1883
642.57                   12.1599
642.84                   12.1385
643.10                   12.1265
643.37                   12.1100
643.63                   12.0882
643.90                   12.0746
644.16                   12.0704
644.43                   12.0730
644.69                   12.0753
644.96                   12.0838
645.22                   12.1040
645.49                   12.1054
645.75                   12.1039
646.02                   12.1547
646.29                   12.2356
646.55                   12.3073
646.82                   12.2879
647.08                   12.2037
647.35                   12.1212
647.61                   12.0462
647.88                   12.0254
648.14                   11.9987
648.41                   11.9886
648.67                   11.9627
648.94                   11.9444
649.20                   11.9367
649.47                   11.9339
649.73                   11.9340
650.00                   11.9296
650.27                   11.9481
650.53                   11.9331
650.80                   11.9133
651.06                   11.8761
651.33                   11.8740
651.59                   11.8612
651.86                   11.8482
652.12                   11.8434
652.39                   11.8433
652.65                   11.8374
652.92                   11.8290
653.18                   11.8194
653.45                   11.8177
653.71                   11.8136
653.98                   11.8141
654.25                   11.8080
654.51                   11.7883
654.78                   11.7842
655.04                   11.8324
655.31                   11.8335
655.57                   11.8252
655.84                   11.7598
656.10                   11.7427
656.37                   11.7171
656.63                   11.7757
656.90                   11.7773
657.16                   11.7761
657.43                   11.7301
657.69                   11.7118
657.96                   11.7032
658.23                   11.6615
658.49                   11.6594
658.76                   11.6457
659.02                   11.6346
659.29                   11.6258
659.55                   11.6179
659.82                   11.6100
660.08                   11.6031
660.35                   11.5953
660.61                   11.5891
660.88                   11.5748
661.14                   11.5796
661.41                   11.5700
661.67                   11.5635
661.94                   11.5429
662.21                   11.5366
662.47                   11.5473
662.74                   11.5589
663.00                   11.5496
663.27                   11.5254
663.53                   11.5071
663.80                   11.4989
664.06                   11.4870
664.33                   11.4701
664.59                   11.4637
664.86                   11.4561
665.12                   11.4509
665.39                   11.4461
