0  1916.0000000  -47.2142420  0.0000000000   30.00000000  1   0
1  -150.0000000   30.0000000  0.0000000000  -47.2142420   0   0
0  -227.0000000  -47.2142420  0.0000000000   30.00000000  1   0
1  -148.0000000   30.0000000  0.0000000000  -47.2142420   0   0
0  -1198.372000   0.00000000  0.0000000000   0.00000000   0   1
0  1750.0000000   13.7564510  -840.7670741  -9.32348160   1   0
1  71.161835400   8.72862040  -875.6525126  -12.8703394   0   0
1  2086.5092317   3.99380730  -4254.570552   3.99380730  -1   0
0  -2106.511493  -14.8577484  -720.1426088  10.06106580   1   0
1  -60.14098020   -8.1426657  0.0000000000  11.99911110   0   0
0  -21.88036050   -6.4986114  0.0000000000   0.00000000   0   0
