# mid-IR telescope emission 5-30um
# assumes grey emissivity of 10%
# 
# original data from Scott Fisher
#
# sampled (1 point in 10) by Phil Puxley
# 3 Sept 2003
#
#  Wavelength        Flux density
#  (nm)          (ph/sec/nm/arcsec2/m2)

   20030     714800
   20040     714300
   20050     713900
   20060     713500
   20070     713000
   20080     712600
   20090     712200
   20100     711800
   20110     711300
   20120     710900
   20130     710500
   20140     710000
   20150     709600
   20160     709200
   20170     708700
   20180     708300
   20190     707900
   20200     707500
   20210     707000
   20220     706600
   20230     706200
   20240     705700
   20250     705300
   20260     704900
   20270     704500
   20280     704000
   20290     703600
   20300     703200
   20310     702800
   20320     702300
   20330     701900
   20340     701500
   20350     701000
   20360     700600
   20370     700200
   20380     699800
   20390     699300
   20400     698900
   20410     698500
   20420     698100
   20430     697600
   20440     697200
   20450     696800
   20460     696400
   20470     695900
   20480     695500
   20490     695100
   20500     694700
   20510     694200
   20520     693800
   20530     693400
   20540     693000
   20550     692500
   20560     692100
   20570     691700
   20580     691300
   20590     690800
   20600     690400
   20610     690000
   20620     689600
   20630     689100
   20640     688700
   20650     688300
   20660     687900
   20670     687400
   20680     687000
   20690     686600
   20700     686200
   20710     685700
   20720     685300
   20730     684900
   20740     684500
   20750     684100
   20760     683600
   20770     683200
   20780     682800
   20790     682400
   20800     681900
   20810     681500
   20820     681100
   20830     680700
   20840     680300
   20850     679800
   20860     679400
   20870     679000
   20880     678600
   20890     678200
   20900     677700
   20910     677300
   20920     676900
   20930     676500
   20940     676100
   20950     675600
   20960     675200
   20970     674800
   20980     674400
   20990     674000
   21000     673500
   21010     673100
   21020     672700
   21030     672300
   21040     671900
   21050     671400
   21060     671000
   21070     670600
   21080     670200
   21090     669800
   21100     669400
   21110     668900
   21120     668500
   21130     668100
   21140     667700
   21150     667300
   21160     666800
   21170     666400
   21180     666000
   21190     665600
   21200     665200
   21210     664800
   21220     664400
   21230     663900
   21240     663500
   21250     663100
   21260     662700
   21270     662300
   21280     661900
   21290     661400
   21300     661000
   21310     660600
   21320     660200
   21330     659800
   21340     659400
   21350     659000
   21360     658500
   21370     658100
   21380     657700
   21390     657300
   21400     656900
   21410     656500
   21420     656100
   21430     655700
   21440     655200
   21450     654800
   21460     654400
   21470     654000
   21480     653600
   21490     653200
   21500     652800
   21510     652400
   21520     652000
   21530     651500
   21540     651100
   21550     650700
   21560     650300
   21570     649900
   21580     649500
   21590     649100
   21600     648700
   21610     648300
   21620     647900
   21630     647400
   21640     647000
   21650     646600
   21660     646200
   21670     645800
   21680     645400
   21690     645000
   21700     644600
   21710     644200
   21720     643800
   21730     643400
   21740     643000
   21750     642500
   21760     642100
   21770     641700
   21780     641300
   21790     640900
   21800     640500
   21810     640100
   21820     639700
   21830     639300
   21840     638900
   21850     638500
   21860     638100
   21870     637700
   21880     637300
   21890     636900
   21900     636500
   21910     636100
   21920     635700
   21930     635200
   21940     634800
   21950     634400
   21960     634000
   21970     633600
   21980     633200
   21990     632800
   22000     632400
   22010     632000
   22020     631600
   22030     631200
   22040     630800
   22050     630400
   22060     630000
   22070     629600
   22080     629200
   22090     628800
   22100     628400
   22110     628000
   22120     627600
   22130     627200
   22140     626800
   22150     626400
   22160     626000
   22170     625600
   22180     625200
   22190     624800
   22200     624400
   22210     624000
   22220     623600
   22230     623200
   22240     622800
   22250     622400
   22260     622000
   22270     621600
   22280     621200
   22290     620800
   22300     620400
   22310     620000
   22320     619600
   22330     619200
   22340     618800
   22350     618500
   22360     618100
   22370     617700
   22380     617300
   22390     616900
   22400     616500
   22410     616100
   22420     615700
   22430     615300
   22440     614900
   22450     614500
   22460     614100
   22470     613700
   22480     613300
   22490     612900
   22500     612500
   22510     612100
   22520     611800
   22530     611400
   22540     611000
   22550     610600
   22560     610200
   22570     609800
   22580     609400
   22590     609000
   22600     608600
   22610     608200
   22620     607800
   22630     607400
   22640     607100
   22650     606700
   22660     606300
   22670     605900
   22680     605500
   22690     605100
   22700     604700
   22710     604300
   22720     603900
   22730     603600
   22740     603200
   22750     602800
   22760     602400
   22770     602000
   22780     601600
   22790     601200
   22800     600800
   22810     600500
   22820     600100
   22830     599700
   22840     599300
   22850     598900
   22860     598500
   22870     598100
   22880     597700
   22890     597400
   22900     597000
   22910     596600
   22920     596200
   22930     595800
   22940     595400
   22950     595100
   22960     594700
   22970     594300
   22980     593900
   22990     593500
   23000     593100
   23010     592800
   23020     592400
   23030     592000
   23040     591600
   23050     591200
   23060     590800
   23070     590500
   23080     590100
   23090     589700
   23100     589300
   23110     588900
   23120     588600
   23130     588200
   23140     587800
   23150     587400
   23160     587000
   23170     586700
   23180     586300
   23190     585900
   23200     585500
   23210     585100
   23220     584800
   23230     584400
   23240     584000
   23250     583600
   23260     583300
   23270     582900
   23280     582500
   23290     582100
   23300     581700
   23310     581400
   23320     581000
   23330     580600
   23340     580200
   23350     579900
   23360     579500
   23370     579100
   23380     578700
   23390     578400
   23400     578000
   23410     577600
   23420     577200
   23430     576900
   23440     576500
   23450     576100
   23460     575700
   23470     575400
   23480     575000
   23490     574600
   23500     574300
   23510     573900
   23520     573500
   23530     573100
   23540     572800
   23550     572400
   23560     572000
   23570     571700
   23580     571300
   23590     570900
   23600     570500
   23610     570200
   23620     569800
   23630     569400
   23640     569100
   23650     568700
   23660     568300
   23670     568000
   23680     567600
   23690     567200
   23700     566800
   23710     566500
   23720     566100
   23730     565700
   23740     565400
   23750     565000
   23760     564600
   23770     564300
   23780     563900
   23790     563500
   23800     563200
   23810     562800
   23820     562400
   23830     562100
   23840     561700
   23850     561400
   23860     561000
   23870     560600
   23880     560300
   23890     559900
   23900     559500
   23910     559200
   23920     558800
   23930     558400
   23940     558100
   23950     557700
   23960     557400
   23970     557000
   23980     556600
   23990     556300
   24000     555900
   24010     555500
   24020     555200
   24030     554800
   24040     554500
   24050     554100
   24060     553700
   24070     553400
   24080     553000
   24090     552700
   24100     552300
   24110     551900
   24120     551600
   24130     551200
   24140     550900
   24150     550500
   24160     550100
   24170     549800
   24180     549400
   24190     549100
   24200     548700
   24210     548400
   24220     548000
   24230     547600
   24240     547300
   24250     546900
   24260     546600
   24270     546200
   24280     545900
   24290     545500
   24300     545200
   24310     544800
   24320     544400
   24330     544100
   24340     543700
   24350     543400
   24360     543000
   24370     542700
   24380     542300
   24390     542000
   24400     541600
   24410     541300
   24420     540900
   24430     540600
   24440     540200
   24450     539900
   24460     539500
   24470     539100
   24480     538800
   24490     538400
   24500     538100
   24510     537700
   24520     537400
   24530     537000
   24540     536700
   24550     536300
   24560     536000
   24570     535600
   24580     535300
   24590     534900
   24600     534600
   24610     534200
   24620     533900
   24630     533600
