# Quantum Efficiency of Flamingos2 detector
# Wav   QE
 900	0.73
1000	0.73
1100	0.73
1200	0.73
1300	0.73
1400	0.73
1500	0.73
1600	0.73
1700	0.73
1800	0.73
1900	0.73
2000	0.73
2100	0.73
2200	0.73
2300	0.73
2400    0.73
2500	0.36
2600	0.0
